shipment_id,carrier,ship_date,status,origin,destination,freight_cost,Expected Delivery Date,Delivered_Date,delay_days
SHO2074,BLUEDART,06/04/2025,Pending,Pune,Chennai,NULL,06/11/2025,NULL,NULL
SHO2075,DHL,,Accepted,Bangalore,Chennai,496.09,01/31/2025,NULL,NULL
SHO2076,DHL,04/24/2024,Delivered,Bangalore,Chennai,307.88,NULL,05/03/2024,NULL
SHO2077,DHL,02/20/2024,Delivered,Chennai,Hyderabad,152.2,NULL,02/28/2024,NULL
SHO2078,FEDEX,,In Transit,Delhi,Bangalore,139.77,12/02/2024,NULL,NULL
SHO2080,DHL,01/17/2024,Delivered,Chennai,Hyderabad,NULL,01/21/2024,01/24/2024,3
SHO2082,FEDEX,,Delayed,Delhi,Mumbai,301.75,11/28/2024,03/12/2024,NULL
SHO2083,FEDEX,08/30/2024,Pending,Mumbai,Chennai,215.8,02/09/2024,NULL,NULL
SHO2084,BLUEDART,01/31/2024,UNKNOWN,Pune,Hyderabad,-33.91,02/03/2024,NULL,NULL
SHO2086,FEDEX,03/07/2026,In Transit,Hyderabad,Chennai,NULL,03/09/2026,NULL,NULL
SHO2087,FEDEX,07/07/2024,In Transit,Mumbai,Pune,-34.29,11/07/2024,NULL,NULL
SHO2088,BLUEDART,,In Transit,Pune,Mumbai,153.48,NULL,NULL,NULL
SHO2089,FEDEX,04/02/2024,Pending,Mumbai,Bangalore,242.99,02/07/2024,NULL,NULL
SHO2092,DHL,02/22/2025,Delayed,Bangalore,Chennai,142.28,02/24/2025,01/03/2025,NULL
SHO2093,BLUEDART,04/11/2025,UNKNOWN,Delhi,Chennai,267.56,08/11/2025,NULL,NULL
SHO2095,BLUEDART,11/15/2024,Accepted,Pune,Mumbai,-57.64,11/19/2024,NULL,NULL
SHO2096,BLUEDART,06/23/2025,In Transit,Chennai,Mumbai,-39.86,06/26/2025,NULL,NULL
SHO2098,BLUEDART,05/04/2025,Delayed,Chennai,Bangalore,270.48,04/08/2025,NULL,NULL
SHO2099,FEDEX,03/05/2026,In Transit,Pune,Hyderabad,-70.19,06/05/2026,NULL,NULL
SHO2100,FEDEX,02/12/2025,Accepted,Hyderabad,Pune,-59.0,04/12/2025,NULL,NULL
SHO2107,BLUEDART,,Delivered,Mumbai,Delhi,143.83,09/08/2024,08/14/2024,0
SHO2108,DHL,,Delivered,Delhi,Bangalore,339.21,05/25/2025,05/28/2025,3
,FEDEX,,Delivered,Bangalore,Pune,NULL,09/27/2024,09/29/2024,2
SHO2110,FEDEX,04/05/2025,Accepted,Chennai,Pune,NULL,08/05/2025,NULL,NULL
SHO2112,BLUEDART,04/01/2025,Pending,Bangalore,Delhi,-77.16,NULL,NULL,NULL
SHO2113,FEDEX,,In Transit,Mumbai,Bangalore,NULL,06/09/2024,NULL,NULL
SHO2115,BLUEDART,,Delayed,Chennai,Pune,416.14,NULL,NULL,NULL
SHO2118,DHL,08/06/2024,Delivered,Pune,Chennai,-32.67,08/13/2024,08/17/2024,4
,FEDEX,07/12/2025,Delivered,Delhi,Pune,173.09,12/10/2025,12/14/2025,4
SHO2124,BLUEDART,,Delivered,Delhi,Bangalore,373.41,11/24/2025,11/28/2025,4
SHO2125,DHL,03/02/2025,UNKNOWN,Bangalore,Delhi,191.42,02/05/2025,NULL,NULL
SHO2126,FEDEX,,Delayed,Pune,Bangalore,21.62,NULL,05/04/2026,NULL
SHO2128,FEDEX,04/02/2025,Pending,Bangalore,Hyderabad,-73.13,11/02/2025,NULL,NULL
SHO2129,FEDEX,01/17/2026,UNKNOWN,Chennai,Delhi,13.01,01/20/2026,NULL,NULL
,BLUEDART,03/01/2026,In Transit,Mumbai,Hyderabad,489.32,01/07/2026,NULL,NULL
SHO2133,DHL,,Delivered,Hyderabad,Bangalore,109.8,NULL,01/21/2026,NULL
,FEDEX,,In Transit,Bangalore,Hyderabad,428.73,NULL,NULL,NULL
SHO2135,BLUEDART,,Delayed,Bangalore,Chennai,329.13,08/27/2024,NULL,NULL
SHO2136,BLUEDART,,Accepted,Hyderabad,Bangalore,271.56,05/02/2024,NULL,NULL
SHO2143,BLUEDART,,Pending,Mumbai,Hyderabad,328.39,04/25/2025,NULL,NULL
SHO2145,FEDEX,09/15/2025,In Transit,Hyderabad,Delhi,NULL,NULL,NULL,NULL
,FEDEX,,In Transit,Chennai,Mumbai,178.05,04/04/2025,NULL,NULL
SHO2147,FEDEX,,Delayed,Delhi,Chennai,176.45,03/01/2025,NULL,NULL
,FEDEX,06/18/2026,In Transit,Pune,Hyderabad,302.39,06/21/2026,NULL,NULL
SHO2150,FEDEX,,Delivered,Delhi,Chennai,-12.24,NULL,04/26/2024,NULL
SHO2151,DHL,,Pending,Hyderabad,Bangalore,353.94,11/30/2025,NULL,NULL
SHO2152,BLUEDART,,Delayed,Mumbai,Bangalore,236.74,02/11/2025,06/11/2025,NULL
SHO2153,FEDEX,,Pending,Chennai,Delhi,488.53,09/29/2025,NULL,NULL
SHO2154,FEDEX,,In Transit,Pune,Hyderabad,257.29,10/04/2025,NULL,NULL
SHO2155,FEDEX,12/06/2025,In Transit,Chennai,Pune,-62.02,12/13/2025,NULL,NULL
SHO2159,DHL,11/25/2024,In Transit,Bangalore,Chennai,-72.08,NULL,NULL,NULL
SHO2161,BLUEDART,11/07/2024,UNKNOWN,Bangalore,Pune,481.78,07/14/2024,07/19/2024,NULL
SHO2162,FEDEX,12/02/2024,Delayed,Delhi,Chennai,-58.69,02/17/2024,02/19/2024,NULL
SHO2163,FEDEX,,Delayed,Mumbai,Pune,NULL,01/03/2026,03/05/2026,NULL
SHO2164,DHL,,Delayed,Mumbai,Chennai,17.94,04/18/2024,NULL,NULL
SHO2165,BLUEDART,,In Transit,Pune,Mumbai,NULL,01/18/2025,NULL,NULL
SHO2167,DHL,,UNKNOWN,Chennai,Hyderabad,398.39,NULL,12/20/2025,NULL
SHO2168,DHL,01/18/2025,In Transit,Chennai,Mumbai,NULL,01/23/2025,NULL,NULL
SHO2169,FEDEX,06/25/2024,Delayed,Bangalore,Pune,-47.63,NULL,05/07/2024,NULL
SHO2171,BLUEDART,03/01/2024,Accepted,Hyderabad,Pune,115.56,01/05/2024,NULL,NULL
SHO2172,BLUEDART,03/31/2025,Delivered,Hyderabad,Chennai,82.24,04/05/2025,03/04/2025,0
SHO2173,DHL,,Delayed,Pune,Chennai,12.09,NULL,NULL,NULL
SHO2179,BLUEDART,07/09/2025,Pending,Bangalore,Mumbai,-73.87,NULL,NULL,NULL
,BLUEDART,08/05/2026,In Transit,Delhi,Pune,379.25,10/05/2026,NULL,NULL
SHO2182,BLUEDART,02/01/2024,Delivered,Pune,Chennai,218.37,01/09/2024,01/13/2024,4
,DHL,04/03/2024,Delayed,Delhi,Pune,457.3,NULL,10/04/2024,NULL
SHO2185,DHL,,In Transit,Hyderabad,Mumbai,247.9,NULL,NULL,NULL
SHO2189,FEDEX,,Pending,Chennai,Hyderabad,377.86,NULL,NULL,NULL
SHO2191,FEDEX,,Delayed,Delhi,Bangalore,218.99,09/21/2025,NULL,NULL
SHO2192,BLUEDART,08/02/2024,Delayed,Chennai,Mumbai,69.89,05/08/2024,NULL,NULL
SHO2194,BLUEDART,,UNKNOWN,Mumbai,Pune,41.59,NULL,06/08/2025,NULL
SHO2196,BLUEDART,,UNKNOWN,Pune,Bangalore,415.24,05/28/2024,05/06/2024,NULL
SHO2197,FEDEX,08/01/2026,Pending,Pune,Chennai,452.93,01/15/2026,NULL,NULL
SHO2202,FEDEX,,In Transit,Mumbai,Bangalore,-1.06,04/05/2026,NULL,NULL
SHO2204,FEDEX,07/04/2026,Delivered,Bangalore,Hyderabad,334.97,12/04/2026,NULL,NULL
SHO2205,DHL,02/08/2024,UNKNOWN,Hyderabad,Pune,325.15,08/07/2024,NULL,NULL
,BLUEDART,09/29/2025,Accepted,Delhi,Mumbai,216.18,05/10/2025,NULL,NULL
SHO2207,BLUEDART,,In Transit,Chennai,Bangalore,0.92,02/07/2024,NULL,NULL
SHO2213,FEDEX,,Delivered,Mumbai,Hyderabad,-5.14,NULL,07/26/2024,NULL
SHO2214,DHL,02/02/2026,Delivered,Mumbai,Hyderabad,NULL,02/05/2026,NULL,NULL
SHO2216,BLUEDART,04/16/2024,Delayed,Pune,Mumbai,161.03,04/22/2024,01/05/2024,NULL
SHO2220,DHL,,Accepted,Bangalore,Pune,474.02,08/24/2024,NULL,NULL
SHO2221,BLUEDART,12/30/2024,UNKNOWN,Hyderabad,Delhi,238.84,01/01/2025,NULL,NULL
SHO2222,DHL,05/07/2026,Delivered,Mumbai,Delhi,34.68,05/12/2026,NULL,NULL
SHO2224,FEDEX,11/27/2024,Delivered,Pune,Mumbai,59.19,04/12/2024,NULL,NULL
SHO2226,BLUEDART,06/16/2024,Delivered,Chennai,Bangalore,360.4,06/21/2024,NULL,NULL
SHO2227,FEDEX,04/03/2026,In Transit,Hyderabad,Pune,NULL,10/04/2026,NULL,NULL
SHO2228,BLUEDART,,In Transit,Hyderabad,Mumbai,397.07,03/03/2024,NULL,NULL
SHO2231,FEDEX,03/30/2026,Delivered,Pune,Delhi,57.27,02/04/2026,04/05/2026,60
SHO2235,FEDEX,05/11/2024,Delivered,Bangalore,Mumbai,129.07,11/08/2024,NULL,NULL
SHO2237,FEDEX,,Accepted,Pune,Hyderabad,NULL,06/03/2026,02/06/2026,NULL
SHO2238,DHL,,In Transit,Hyderabad,Pune,78.01,02/24/2026,NULL,NULL
SHO2240,FEDEX,,Pending,Pune,Delhi,476.61,11/15/2025,NULL,NULL
,FEDEX,09/08/2024,Accepted,Mumbai,Bangalore,335.11,NULL,NULL,NULL
SHO2244,FEDEX,,Delivered,Delhi,Mumbai,234.19,NULL,06/28/2026,NULL
SHO2245,FEDEX,,In Transit,Chennai,Hyderabad,239.24,12/07/2025,NULL,NULL
SHO2247,BLUEDART,,Pending,Hyderabad,Delhi,-70.14,09/07/2024,NULL,NULL
SHO2248,FEDEX,12/29/2025,In Transit,Bangalore,Mumbai,-23.01,01/01/2026,NULL,NULL
SHO2252,DHL,10/02/2026,Accepted,Mumbai,Bangalore,456.44,02/13/2026,NULL,NULL
SHO2254,DHL,05/03/2026,Delayed,Hyderabad,Chennai,474.75,11/03/2026,03/18/2026,NULL
,DHL,,Accepted,Mumbai,Bangalore,133.24,08/27/2024,NULL,NULL
SHO2256,BLUEDART,03/28/2024,In Transit,Chennai,Bangalore,316.12,01/04/2024,NULL,NULL
SHO2257,DHL,04/15/2026,UNKNOWN,Hyderabad,Mumbai,284.45,04/21/2026,NULL,NULL
SHO2260,BLUEDART,,In Transit,Pune,Chennai,97.5,08/03/2024,NULL,NULL
SHO2261,DHL,,Delayed,Chennai,Hyderabad,165.09,04/30/2026,NULL,NULL
SHO2262,DHL,10/17/2024,Delivered,Hyderabad,Bangalore,300.55,NULL,NULL,NULL
SHO2263,FEDEX,06/26/2024,Delivered,Pune,Mumbai,329.26,NULL,07/04/2024,NULL
SHO2264,DHL,,UNKNOWN,Bangalore,Chennai,333.51,04/14/2026,NULL,NULL
SHO2265,FEDEX,12/29/2025,Pending,Delhi,Chennai,-24.4,NULL,NULL,NULL
SHO2268,BLUEDART,,Accepted,Bangalore,Chennai,297.89,07/17/2025,NULL,NULL
SHO2269,BLUEDART,,Delayed,Mumbai,Chennai,191.88,01/11/2024,01/13/2024,NULL
SHO2273,BLUEDART,,Delayed,Mumbai,Bangalore,-58.78,NULL,08/26/2024,NULL
SHO2277,FEDEX,,Pending,Delhi,Hyderabad,49.15,NULL,NULL,NULL
SHO2278,BLUEDART,,Delayed,Mumbai,Hyderabad,170.95,12/13/2024,12/16/2024,NULL
SHO2282,FEDEX,01/30/2026,Pending,Pune,Delhi,-73.54,02/02/2026,NULL,NULL
SHO2284,BLUEDART,09/02/2026,Delivered,Bangalore,Delhi,312.97,NULL,02/18/2026,NULL
SHO2285,FEDEX,08/04/2024,UNKNOWN,Delhi,Hyderabad,203.89,04/15/2024,NULL,NULL
,FEDEX,03/14/2025,Pending,Hyderabad,Bangalore,227.01,03/20/2025,NULL,NULL
SHO2287,BLUEDART,,Pending,Mumbai,Bangalore,449.95,NULL,NULL,NULL
SHO2290,FEDEX,04/01/2024,Delivered,Bangalore,Chennai,-79.44,04/07/2024,04/10/2024,3
SHO2291,BLUEDART,07/29/2024,Pending,Mumbai,Delhi,312.47,03/08/2024,NULL,NULL
SHO2292,FEDEX,,In Transit,Bangalore,Delhi,172.58,03/07/2025,NULL,NULL
SHO2293,DHL,,Delivered,Pune,Delhi,468.05,01/26/2026,01/30/2026,4
SHO2294,BLUEDART,01/17/2026,In Transit,Hyderabad,Delhi,NULL,01/23/2026,NULL,NULL
SHO2296,FEDEX,,Pending,Mumbai,Bangalore,284.21,06/29/2026,NULL,NULL
SHO2299,BLUEDART,,Pending,Bangalore,Delhi,467.16,05/15/2024,NULL,NULL
SHO2301,BLUEDART,06/10/2024,Delivered,Pune,Chennai,107.55,NULL,NULL,NULL
,FEDEX,10/09/2024,Pending,Delhi,Chennai,169.58,NULL,NULL,NULL
,DHL,,Delivered,Bangalore,Chennai,154.94,04/19/2026,NULL,NULL
SHO2307,FEDEX,02/23/2026,Accepted,Delhi,Pune,NULL,01/03/2026,NULL,NULL
SHO2308,FEDEX,06/04/2024,Pending,Delhi,Chennai,-26.27,04/10/2024,NULL,NULL
SHO2309,DHL,10/02/2025,Delivered,Hyderabad,Chennai,339.93,10/04/2025,07/10/2025,0
SHO2310,FEDEX,03/19/2025,Delivered,Pune,Bangalore,302.95,NULL,03/26/2025,NULL
SHO2312,FEDEX,,Delayed,Chennai,Delhi,-55.59,06/20/2024,06/21/2024,NULL
SHO2313,FEDEX,09/18/2024,Pending,Hyderabad,Chennai,-76.0,09/23/2024,NULL,NULL
SHO2315,DHL,,Delivered,Chennai,Pune,343.32,11/05/2024,12/05/2024,30
SHO2318,DHL,,Delayed,Mumbai,Pune,154.87,NULL,06/21/2025,NULL
SHO2319,BLUEDART,04/14/2024,In Transit,Chennai,Mumbai,NULL,04/20/2024,NULL,NULL
SHO2320,BLUEDART,,Pending,Bangalore,Delhi,-59.86,01/05/2026,NULL,NULL
SHO2322,BLUEDART,,In Transit,Mumbai,Chennai,411.82,09/07/2024,NULL,NULL
SHO2323,DHL,,In Transit,Pune,Chennai,207.31,02/06/2026,NULL,NULL
SHO2325,FEDEX,10/05/2024,In Transit,Chennai,Bangalore,NULL,NULL,NULL,NULL
SHO2330,BLUEDART,,Delivered,Delhi,Mumbai,51.21,NULL,NULL,NULL
SHO2332,DHL,,UNKNOWN,Pune,Delhi,465.39,NULL,NULL,NULL
SHO2334,DHL,02/24/2026,Delivered,Mumbai,Hyderabad,94.29,NULL,02/03/2026,NULL
SHO2335,FEDEX,,Pending,Pune,Hyderabad,314.15,04/25/2025,NULL,NULL
SHO2336,BLUEDART,08/01/2024,In Transit,Mumbai,Hyderabad,176.0,01/13/2024,NULL,NULL
SHO2337,BLUEDART,,Delayed,Bangalore,Chennai,339.32,05/04/2025,04/06/2025,NULL
SHO2338,DHL,03/06/2026,Delivered,Pune,Mumbai,331.42,NULL,NULL,NULL
SHO2339,DHL,01/16/2024,Delivered,Pune,Hyderabad,144.86,01/20/2024,NULL,NULL
SHO2340,DHL,09/01/2025,Delivered,Hyderabad,Pune,275.15,NULL,09/05/2025,NULL
SHO2341,FEDEX,,Delayed,Chennai,Mumbai,-65.41,02/01/2024,02/05/2024,NULL
SHO2342,BLUEDART,10/03/2025,Delayed,Bangalore,Mumbai,345.52,09/10/2025,NULL,NULL
SHO2343,BLUEDART,09/13/2025,UNKNOWN,Hyderabad,Chennai,46.06,NULL,NULL,NULL
SHO2344,DHL,,Accepted,Hyderabad,Delhi,269.21,08/26/2024,NULL,NULL
SHO2345,BLUEDART,03/27/2026,UNKNOWN,Chennai,Hyderabad,242.23,03/31/2026,NULL,NULL
,DHL,06/04/2026,Pending,Chennai,Mumbai,15.72,10/06/2026,NULL,NULL
SHO2348,FEDEX,,Pending,Bangalore,Delhi,499.01,10/26/2025,NULL,NULL
SHO2350,FEDEX,04/10/2024,Delayed,Mumbai,Delhi,NULL,04/13/2024,NULL,NULL
SHO2351,BLUEDART,,Delivered,Hyderabad,Chennai,470.82,09/17/2024,NULL,NULL
SHO2353,FEDEX,,Pending,Mumbai,Chennai,196.22,06/20/2025,NULL,NULL
,BLUEDART,11/26/2025,Delivered,Chennai,Pune,204.2,12/01/2025,11/30/2025,0
SHO2357,FEDEX,,Pending,Delhi,Chennai,-69.24,NULL,NULL,NULL
SHO2359,FEDEX,11/08/2024,In Transit,Hyderabad,Chennai,311.28,10/11/2024,NULL,NULL
SHO2360,FEDEX,05/01/2025,Delivered,Pune,Mumbai,177.48,08/01/2025,01/08/2025,0
SHO2361,FEDEX,,Accepted,Hyderabad,Delhi,413.03,01/19/2026,NULL,NULL
SHO2362,DHL,,Delivered,Pune,Bangalore,270.87,12/20/2024,12/23/2024,3
SHO2363,DHL,10/05/2024,Pending,Mumbai,Delhi,-50.38,10/10/2024,NULL,NULL
,BLUEDART,01/28/2026,Pending,Mumbai,Delhi,-55.12,01/02/2026,NULL,NULL
SHO2369,FEDEX,04/10/2026,Delivered,Hyderabad,Delhi,69.39,04/12/2026,NULL,NULL
SHO2371,DHL,04/21/2026,Delivered,Mumbai,Hyderabad,250.82,04/26/2026,NULL,NULL
,BLUEDART,08/27/2025,UNKNOWN,Mumbai,Bangalore,415.91,NULL,NULL,NULL
SHO2377,DHL,11/09/2024,UNKNOWN,Bangalore,Hyderabad,158.51,09/17/2024,NULL,NULL
SHO2379,DHL,09/17/2024,Pending,Pune,Delhi,NULL,09/21/2024,NULL,NULL
SHO2381,DHL,,Pending,Bangalore,Pune,NULL,NULL,NULL,NULL
SHO2385,DHL,08/01/2024,Accepted,Bangalore,Mumbai,-65.06,08/04/2024,08/14/2024,NULL
SHO2387,FEDEX,10/21/2024,Delivered,Delhi,Bangalore,180.01,10/27/2024,NULL,NULL
SHO2388,FEDEX,08/30/2024,Pending,Bangalore,Delhi,401.32,03/09/2024,NULL,NULL
SHO2390,BLUEDART,12/12/2024,Pending,Pune,Mumbai,-56.21,12/14/2024,NULL,NULL
SHO2391,BLUEDART,,Delivered,Mumbai,Chennai,NULL,NULL,04/19/2024,NULL
SHO2393,FEDEX,,Delayed,Delhi,Bangalore,418.11,06/13/2025,06/16/2025,NULL
SHO2395,BLUEDART,,Delayed,Pune,Hyderabad,332.2,05/24/2025,NULL,NULL
,DHL,05/15/2024,In Transit,Mumbai,Chennai,313.09,NULL,NULL,NULL
SHO2398,FEDEX,,Accepted,Hyderabad,Pune,NULL,NULL,NULL,NULL
SHO2399,FEDEX,09/03/2024,Delivered,Delhi,Bangalore,88.08,07/09/2024,09/10/2024,63
SHO2400,BLUEDART,02/28/2025,UNKNOWN,Mumbai,Chennai,-48.7,03/06/2025,NULL,NULL
SHO2401,FEDEX,,Delayed,Hyderabad,Pune,134.92,05/04/2025,05/12/2025,NULL
SHO2402,DHL,10/06/2026,UNKNOWN,Chennai,Hyderabad,307.57,NULL,NULL,NULL
SHO2403,BLUEDART,03/21/2024,Delayed,Hyderabad,Bangalore,-17.34,03/24/2024,NULL,NULL
SHO2404,BLUEDART,,Pending,Mumbai,Hyderabad,-55.31,NULL,NULL,NULL
SHO2408,BLUEDART,04/30/2025,Pending,Pune,Bangalore,398.38,04/05/2025,NULL,NULL
SHO2410,DHL,03/22/2026,Delivered,Hyderabad,Chennai,258.33,NULL,03/28/2026,NULL
SHO2411,BLUEDART,08/13/2025,Delivered,Hyderabad,Delhi,378.59,08/16/2025,NULL,NULL
SHO2412,FEDEX,11/22/2025,Delivered,Pune,Chennai,-42.69,11/28/2025,NULL,NULL
SHO2413,FEDEX,,Delivered,Delhi,Bangalore,384.05,02/02/2025,NULL,NULL
SHO2414,BLUEDART,06/26/2026,In Transit,Pune,Hyderabad,115.65,03/07/2026,NULL,NULL
SHO2419,DHL,,Delayed,Hyderabad,Delhi,-79.09,07/17/2025,NULL,NULL
SHO2420,FEDEX,,Accepted,Bangalore,Delhi,364.64,NULL,NULL,NULL
SHO2422,DHL,03/14/2025,Delayed,Hyderabad,Pune,-73.71,03/17/2025,NULL,NULL
SHO2424,DHL,,Delayed,Hyderabad,Delhi,444.51,02/19/2025,02/25/2025,NULL
SHO2425,DHL,02/18/2025,Delivered,Bangalore,Hyderabad,437.16,02/25/2025,NULL,NULL
SHO2427,DHL,,Delivered,Hyderabad,Delhi,381.53,01/14/2025,01/15/2025,1
SHO2431,FEDEX,,Accepted,Hyderabad,Chennai,-49.3,12/24/2025,NULL,NULL
SHO2432,DHL,11/01/2024,Accepted,Pune,Chennai,480.66,01/15/2024,NULL,NULL
SHO2433,DHL,01/02/2026,Pending,Hyderabad,Bangalore,NULL,02/08/2026,NULL,NULL
SHO2434,FEDEX,12/06/2025,Delivered,Bangalore,Hyderabad,246.43,NULL,12/07/2025,NULL
SHO2438,BLUEDART,,Delivered,Hyderabad,Chennai,NULL,02/03/2024,02/07/2024,4
SHO2439,DHL,,Delivered,Mumbai,Pune,-40.56,08/28/2025,NULL,NULL
SHO2445,BLUEDART,,Pending,Hyderabad,Mumbai,458.53,06/10/2026,NULL,NULL
SHO2446,DHL,05/28/2024,Delivered,Hyderabad,Mumbai,-59.06,NULL,05/31/2024,NULL
,DHL,08/22/2025,Pending,Chennai,Mumbai,29.71,NULL,NULL,NULL
SHO2450,FEDEX,06/18/2024,UNKNOWN,Hyderabad,Bangalore,-6.03,06/24/2024,NULL,NULL
SHO2452,FEDEX,,Delayed,Delhi,Hyderabad,308.2,03/19/2024,03/24/2024,NULL
SHO2453,BLUEDART,,Delayed,Hyderabad,Chennai,278.96,06/16/2024,06/17/2024,NULL
SHO2455,FEDEX,03/02/2024,Delivered,Delhi,Pune,335.78,04/03/2024,NULL,NULL
SHO2459,DHL,12/15/2024,Delivered,Pune,Delhi,65.38,NULL,NULL,NULL
SHO2462,BLUEDART,12/12/2024,In Transit,Pune,Chennai,-40.92,NULL,NULL,NULL
SHO2463,DHL,,In Transit,Hyderabad,Delhi,172.16,11/25/2025,NULL,NULL
SHO2464,BLUEDART,,Pending,Delhi,Bangalore,295.14,05/01/2024,NULL,NULL
SHO2465,BLUEDART,,Accepted,Hyderabad,Delhi,259.24,NULL,NULL,NULL
SHO2466,DHL,,Delayed,Delhi,Pune,45.51,NULL,02/20/2026,NULL
SHO2467,DHL,04/20/2026,Delivered,Pune,Delhi,-62.29,04/25/2026,04/27/2026,2
SHO2468,BLUEDART,,Pending,Mumbai,Chennai,92.43,09/01/2025,NULL,NULL
SHO2469,BLUEDART,,In Transit,Delhi,Bangalore,101.06,NULL,NULL,NULL
SHO2470,BLUEDART,04/10/2024,In Transit,Pune,Hyderabad,-44.25,04/14/2024,NULL,NULL
SHO2471,DHL,02/01/2026,Delayed,Chennai,Delhi,NULL,01/05/2026,10/01/2026,NULL
SHO2474,FEDEX,02/10/2024,UNKNOWN,Hyderabad,Pune,297.17,NULL,NULL,NULL
SHO2476,BLUEDART,08/29/2025,Delivered,Bangalore,Chennai,40.27,NULL,NULL,NULL
SHO2478,BLUEDART,,Delivered,Pune,Mumbai,428.31,07/07/2024,07/12/2024,5
,BLUEDART,11/21/2025,Delayed,Chennai,Hyderabad,297.46,NULL,11/29/2025,NULL
SHO2480,FEDEX,10/01/2026,Pending,Delhi,Pune,239.92,01/14/2026,NULL,NULL
SHO2481,BLUEDART,05/08/2024,Delivered,Mumbai,Chennai,-39.0,NULL,05/12/2024,NULL
SHO2482,DHL,,In Transit,Delhi,Bangalore,-21.52,12/09/2024,NULL,NULL
SHO2485,DHL,,Accepted,Bangalore,Hyderabad,313.49,NULL,NULL,NULL
SHO2486,BLUEDART,,In Transit,Bangalore,Chennai,124.92,11/02/2026,NULL,NULL
SHO2488,BLUEDART,,In Transit,Chennai,Mumbai,NULL,06/19/2024,NULL,NULL
SHO2489,BLUEDART,,Accepted,Pune,Bangalore,61.2,04/05/2026,NULL,NULL
SHO2490,FEDEX,03/30/2024,Pending,Pune,Bangalore,-53.59,05/04/2024,NULL,NULL
SHO2492,DHL,05/12/2024,Accepted,Delhi,Mumbai,-54.84,05/16/2024,NULL,NULL
SHO2493,FEDEX,07/08/2025,In Transit,Delhi,Chennai,-2.77,08/14/2025,NULL,NULL
SHO2497,DHL,04/28/2026,Delivered,Bangalore,Mumbai,49.54,NULL,NULL,NULL
SHO2498,FEDEX,12/05/2024,Pending,Delhi,Bangalore,31.77,11/12/2024,NULL,NULL
SHO2500,FEDEX,02/25/2024,Delivered,Pune,Delhi,191.59,03/03/2024,02/03/2024,0
,DHL,10/29/2024,In Transit,Pune,Delhi,-18.72,NULL,NULL,NULL
SHO2505,FEDEX,07/30/2025,UNKNOWN,Pune,Mumbai,160.37,08/01/2025,NULL,NULL
SHO2507,FEDEX,,Delivered,Bangalore,Delhi,390.31,09/09/2025,09/10/2025,1
SHO2509,FEDEX,05/19/2024,In Transit,Delhi,Hyderabad,-31.43,NULL,NULL,NULL
,FEDEX,09/08/2024,In Transit,Pune,Hyderabad,60.38,09/13/2024,NULL,NULL
SHO2512,BLUEDART,,Delayed,Hyderabad,Pune,203.5,NULL,NULL,NULL
SHO2513,DHL,,Pending,Bangalore,Mumbai,299.31,03/16/2026,NULL,NULL
SHO2514,FEDEX,11/15/2025,Delivered,Pune,Mumbai,280.28,NULL,11/24/2025,NULL
SHO2515,FEDEX,,Pending,Chennai,Hyderabad,-6.19,02/22/2025,NULL,NULL
SHO2516,DHL,,In Transit,Hyderabad,Delhi,121.46,05/20/2024,NULL,NULL
SHO2518,FEDEX,,In Transit,Delhi,Mumbai,24.88,05/21/2024,NULL,NULL
SHO2520,DHL,07/01/2025,Delivered,Bangalore,Mumbai,131.7,10/01/2025,01/15/2025,0
SHO2521,FEDEX,04/13/2024,Delayed,Pune,Bangalore,NULL,04/17/2024,04/18/2024,NULL
SHO2522,DHL,,Accepted,Chennai,Bangalore,49.08,05/31/2026,NULL,NULL
SHO2523,DHL,10/30/2024,In Transit,Bangalore,Mumbai,-7.86,11/04/2024,NULL,NULL
SHO2525,BLUEDART,,Delivered,Delhi,Bangalore,72.29,04/03/2025,03/07/2025,0
SHO2526,FEDEX,,Delivered,Bangalore,Delhi,NULL,12/01/2025,06/12/2025,0
SHO2527,DHL,05/02/2025,In Transit,Mumbai,Hyderabad,-20.63,NULL,NULL,NULL
SHO2531,BLUEDART,,UNKNOWN,Hyderabad,Chennai,272.59,06/23/2025,NULL,NULL
SHO2532,DHL,,Delivered,Pune,Mumbai,283.45,NULL,07/28/2024,NULL
SHO2533,FEDEX,,In Transit,Hyderabad,Pune,25.28,02/02/2024,NULL,NULL
SHO2535,FEDEX,01/12/2025,Delivered,Pune,Delhi,183.24,12/05/2025,NULL,NULL
,BLUEDART,11/06/2026,Delayed,Mumbai,Pune,467.39,06/13/2026,06/22/2026,NULL
SHO2538,DHL,06/22/2025,Pending,Pune,Bangalore,-47.12,NULL,NULL,NULL
SHO2540,DHL,08/11/2025,Delivered,Chennai,Delhi,-23.76,NULL,08/13/2025,NULL
SHO2541,BLUEDART,,Pending,Mumbai,Delhi,448.54,NULL,NULL,NULL
SHO2542,DHL,,Delayed,Bangalore,Delhi,-18.49,02/19/2025,02/24/2025,NULL
SHO2543,BLUEDART,,Delayed,Mumbai,Chennai,176.14,NULL,05/10/2024,NULL
SHO2547,BLUEDART,02/07/2025,Delivered,Mumbai,Delhi,256.34,02/12/2025,NULL,NULL
SHO2550,BLUEDART,10/31/2025,Pending,Hyderabad,Chennai,-53.22,11/03/2025,NULL,NULL
SHO2551,BLUEDART,,Pending,Hyderabad,Delhi,107.44,09/01/2025,NULL,NULL
