shipment_id,carrier,ship_date,status,origin,destination,freight_cost,Expected Delivery Date,Delivered_Date,delay_days
SHO1901,DHL,12/24/2025,In Transit,Bangalore,Hyderabad,155.37,NULL,NULL,NULL
SHO1904,FEDEX,02/12/2024,Delivered,Mumbai,Hyderabad,468.51,04/12/2024,12/08/2024,240
SHO1905,FEDEX,05/03/2024,Pending,Bangalore,Hyderabad,300.98,05/10/2024,NULL,NULL
SHO1907,BLUEDART,10/01/2024,Delayed,Delhi,Mumbai,91.99,NULL,NULL,NULL
SHO1910,FEDEX,02/27/2024,Pending,Pune,Bangalore,447.39,03/01/2024,NULL,NULL
SHO1913,DHL,10/14/2024,Delivered,Delhi,Hyderabad,285.94,10/17/2024,10/19/2024,2
SHO1918,BLUEDART,05/19/2024,Pending,Delhi,Mumbai,215.02,05/24/2024,NULL,NULL
SHO1919,FEDEX,07/05/2025,Pending,Mumbai,Bangalore,256.05,10/07/2025,NULL,NULL
SHO1920,FEDEX,03/28/2024,Accepted,Chennai,Pune,71.3,NULL,NULL,NULL
SHO1925,DHL,05/07/2025,In Transit,Bangalore,Hyderabad,425.35,NULL,NULL,NULL
SHO1927,DHL,07/16/2025,Pending,Hyderabad,Chennai,138.88,NULL,NULL,NULL
SHO1928,BLUEDART,12/24/2024,Pending,Mumbai,Chennai,138.11,12/29/2024,NULL,NULL
SHO1929,BLUEDART,05/10/2025,Pending,Delhi,Hyderabad,69.74,11/10/2025,NULL,NULL
SHO1931,FEDEX,11/22/2025,Accepted,Mumbai,Hyderabad,436.31,11/27/2025,NULL,NULL
SHO1934,FEDEX,12/29/2024,Delayed,Mumbai,Chennai,98.71,01/03/2025,01/09/2025,NULL
SHO1935,DHL,07/08/2025,Accepted,Pune,Hyderabad,81.1,08/09/2025,NULL,NULL
SHO1936,BLUEDART,01/09/2025,In Transit,Delhi,Chennai,118.33,NULL,NULL,NULL
SHO1937,DHL,04/22/2025,Delayed,Pune,Mumbai,416.17,04/28/2025,NULL,NULL
SHO1938,BLUEDART,05/28/2025,Pending,Bangalore,Chennai,263.11,06/02/2025,NULL,NULL
SHO1943,FEDEX,11/11/2024,Pending,Mumbai,Pune,98.37,NULL,NULL,NULL
SHO1944,FEDEX,01/03/2024,In Transit,Delhi,Hyderabad,109.84,NULL,NULL,NULL
SHO1947,BLUEDART,08/03/2024,Pending,Pune,Mumbai,462.69,NULL,NULL,NULL
SHO1948,DHL,06/11/2024,Delivered,Chennai,Bangalore,433.99,08/11/2024,11/08/2024,89
SHO1950,DHL,03/07/2024,Accepted,Hyderabad,Bangalore,69.76,03/12/2024,NULL,NULL
SHO1951,FEDEX,01/02/2026,Accepted,Chennai,Mumbai,60.45,NULL,NULL,NULL
SHO1955,DHL,05/28/2026,Pending,Mumbai,Bangalore,74.8,05/31/2026,NULL,NULL
SHO1956,DHL,10/18/2025,In Transit,Bangalore,Mumbai,320.21,10/20/2025,NULL,NULL
SHO1957,FEDEX,02/18/2025,Pending,Hyderabad,Pune,2.01,02/24/2025,NULL,NULL
SHO1960,BLUEDART,07/26/2025,In Transit,Mumbai,Delhi,277.1,08/02/2025,NULL,NULL
SHO1963,BLUEDART,06/01/2025,In Transit,Chennai,Bangalore,172.68,NULL,NULL,NULL
SHO1966,FEDEX,09/22/2025,Delayed,Pune,Bangalore,44.31,09/24/2025,NULL,NULL
SHO1970,FEDEX,11/10/2025,Delayed,Bangalore,Chennai,426.13,NULL,NULL,NULL
SHO1972,BLUEDART,10/02/2024,Delivered,Hyderabad,Chennai,82.82,10/06/2024,10/11/2024,5
SHO1973,BLUEDART,05/10/2025,Delayed,Delhi,Bangalore,455.78,10/12/2025,NULL,NULL
SHO1975,FEDEX,02/24/2026,In Transit,Delhi,Pune,371.62,03/01/2026,NULL,NULL
SHO1976,DHL,12/25/2024,Delivered,Chennai,Hyderabad,212.5,12/28/2024,12/26/2024,0
SHO1978,FEDEX,03/25/2024,Accepted,Mumbai,Pune,287.59,03/31/2024,03/29/2024,NULL
SHO1979,BLUEDART,03/24/2026,Pending,Hyderabad,Mumbai,151.5,03/31/2026,NULL,NULL
SHO1985,FEDEX,12/13/2024,In Transit,Chennai,Hyderabad,309.87,NULL,NULL,NULL
SHO1986,BLUEDART,03/26/2025,Pending,Mumbai,Delhi,171.94,NULL,NULL,NULL
SHO1990,FEDEX,05/27/2025,In Transit,Delhi,Chennai,152.75,05/29/2025,NULL,NULL
SHO1992,FEDEX,11/04/2024,Accepted,Mumbai,Bangalore,202.92,NULL,NULL,NULL
SHO1993,BLUEDART,02/24/2025,Delayed,Pune,Delhi,58.23,NULL,03/08/2025,NULL
SHO1995,FEDEX,01/01/2026,Delivered,Delhi,Mumbai,153.4,01/03/2026,08/01/2026,210
SHO1998,DHL,12/21/2025,Pending,Delhi,Mumbai,264.72,12/23/2025,NULL,NULL
SHO2001,DHL,04/03/2026,Accepted,Mumbai,Hyderabad,369.02,08/04/2026,NULL,NULL
SHO2004,BLUEDART,05/13/2026,In Transit,Chennai,Hyderabad,389.81,05/17/2026,NULL,NULL
SHO2006,FEDEX,06/07/2025,Delayed,Mumbai,Hyderabad,318.55,10/06/2025,NULL,NULL
SHO2007,FEDEX,03/08/2026,In Transit,Pune,Bangalore,419.93,10/03/2026,NULL,NULL
SHO2008,FEDEX,04/09/2024,Delayed,Delhi,Pune,27.06,12/04/2024,04/21/2024,NULL
SHO2011,FEDEX,02/03/2025,Accepted,Pune,Bangalore,253.1,NULL,NULL,NULL
SHO2016,FEDEX,06/10/2025,Delayed,Delhi,Mumbai,2.11,06/16/2025,NULL,NULL
SHO2021,BLUEDART,02/13/2026,Pending,Delhi,Pune,183.06,02/18/2026,NULL,NULL
SHO2023,BLUEDART,12/07/2024,Delivered,Bangalore,Mumbai,490.51,12/11/2024,12/14/2024,3
SHO2024,BLUEDART,07/08/2025,Delayed,Hyderabad,Pune,494.68,07/13/2025,07/14/2025,NULL
SHO2026,FEDEX,04/17/2025,Delayed,Mumbai,Delhi,216.81,04/22/2025,NULL,NULL
SHO2027,BLUEDART,03/06/2025,In Transit,Pune,Bangalore,474.85,06/08/2025,NULL,NULL
SHO2028,BLUEDART,10/03/2024,In Transit,Bangalore,Mumbai,221.25,NULL,NULL,NULL
SHO2029,FEDEX,08/06/2025,Pending,Pune,Delhi,437.99,11/08/2025,NULL,NULL
SHO2032,BLUEDART,08/02/2025,In Transit,Pune,Chennai,330.48,09/08/2025,NULL,NULL
SHO2035,FEDEX,05/15/2024,In Transit,Mumbai,Delhi,113.15,NULL,NULL,NULL
SHO2040,BLUEDART,01/10/2026,Pending,Pune,Hyderabad,129.29,01/14/2026,NULL,NULL
SHO2044,DHL,05/12/2025,Accepted,Hyderabad,Chennai,75.38,NULL,NULL,NULL
SHO2050,FEDEX,10/12/2025,In Transit,Delhi,Hyderabad,34.58,NULL,NULL,NULL
SHO2051,FEDEX,08/16/2024,Pending,Mumbai,Delhi,422.6,08/23/2024,NULL,NULL
SHO2052,BLUEDART,10/27/2024,Pending,Delhi,Hyderabad,257.09,NULL,NULL,NULL
SHO2053,DHL,10/05/2024,In Transit,Mumbai,Chennai,429.81,NULL,NULL,NULL
SHO2055,DHL,08/03/2024,Accepted,Mumbai,Delhi,204.98,12/03/2024,NULL,NULL
SHO2056,DHL,09/17/2025,Pending,Hyderabad,Mumbai,491.33,09/21/2025,NULL,NULL
SHO2057,FEDEX,01/12/2025,In Transit,Chennai,Mumbai,448.72,12/06/2025,NULL,NULL
SHO2059,FEDEX,03/10/2024,Accepted,Mumbai,Chennai,407.61,03/14/2024,NULL,NULL
SHO2063,FEDEX,12/14/2024,In Transit,Hyderabad,Mumbai,284.86,12/21/2024,NULL,NULL
SHO2065,DHL,04/18/2026,Delayed,Delhi,Pune,202.73,04/20/2026,NULL,NULL
SHO2066,FEDEX,10/25/2025,Accepted,Hyderabad,Delhi,318.5,10/29/2025,NULL,NULL
SHO2069,FEDEX,06/26/2024,Pending,Mumbai,Hyderabad,286.45,06/29/2024,NULL,NULL
SHO2070,BLUEDART,03/11/2025,In Transit,Bangalore,Chennai,437.23,11/10/2025,NULL,NULL
SHO2072,BLUEDART,06/01/2025,Delayed,Mumbai,Pune,352.19,06/07/2025,06/08/2025,NULL
SHO2079,FEDEX,02/16/2024,In Transit,Delhi,Chennai,307.92,02/20/2024,NULL,NULL
SHO2081,FEDEX,05/07/2025,Accepted,Mumbai,Bangalore,263.3,05/10/2025,05/17/2025,NULL
SHO2085,DHL,02/08/2025,Delivered,Mumbai,Bangalore,159.41,08/06/2025,10/08/2025,63
SHO2090,FEDEX,06/08/2024,Delayed,Delhi,Mumbai,3.95,06/12/2024,NULL,NULL
SHO2091,FEDEX,08/19/2024,Delayed,Delhi,Pune,405.81,NULL,08/30/2024,NULL
SHO2094,DHL,04/16/2024,Delayed,Pune,Bangalore,467.44,04/22/2024,04/24/2024,NULL
SHO2097,DHL,08/11/2025,Pending,Mumbai,Delhi,267.79,NULL,NULL,NULL
SHO2101,FEDEX,03/03/2024,In Transit,Delhi,Pune,175.67,09/03/2024,NULL,NULL
SHO2102,FEDEX,06/13/2025,Delayed,Chennai,Delhi,191.03,06/20/2025,06/24/2025,NULL
SHO2103,DHL,11/16/2024,Pending,Bangalore,Mumbai,446.32,11/22/2024,NULL,NULL
SHO2104,DHL,05/02/2026,Delayed,Chennai,Mumbai,495.77,05/06/2026,05/16/2026,NULL
SHO2105,FEDEX,08/25/2024,In Transit,Delhi,Hyderabad,306.04,NULL,NULL,NULL
SHO2106,DHL,04/18/2026,In Transit,Mumbai,Pune,341.6,04/22/2026,NULL,NULL
SHO2111,BLUEDART,07/11/2024,In Transit,Chennai,Bangalore,355.07,07/16/2024,NULL,NULL
SHO2114,DHL,03/26/2024,Accepted,Bangalore,Pune,109.49,03/28/2024,NULL,NULL
SHO2116,BLUEDART,02/21/2026,Delivered,Chennai,Pune,318.23,02/28/2026,03/04/2026,4
SHO2117,FEDEX,10/05/2025,In Transit,Bangalore,Hyderabad,416.53,NULL,NULL,NULL
SHO2120,DHL,11/03/2026,Pending,Hyderabad,Delhi,306.53,NULL,NULL,NULL
SHO2121,BLUEDART,04/14/2024,Delayed,Mumbai,Chennai,140.71,NULL,04/24/2024,NULL
SHO2122,BLUEDART,09/21/2024,In Transit,Mumbai,Delhi,316.6,NULL,NULL,NULL
SHO2123,DHL,03/12/2026,In Transit,Pune,Mumbai,48.06,03/17/2026,NULL,NULL
SHO2127,DHL,05/15/2025,Accepted,Chennai,Delhi,255.74,NULL,NULL,NULL
SHO2130,BLUEDART,10/14/2025,Pending,Hyderabad,Mumbai,0.8,10/19/2025,NULL,NULL
SHO2132,FEDEX,04/26/2025,In Transit,Hyderabad,Bangalore,401.17,NULL,NULL,NULL
SHO2137,BLUEDART,01/10/2024,In Transit,Bangalore,Delhi,39.68,01/12/2024,NULL,NULL
SHO2138,FEDEX,12/03/2025,Pending,Pune,Hyderabad,86.69,NULL,NULL,NULL
SHO2139,FEDEX,06/12/2025,Delayed,Bangalore,Hyderabad,260.08,06/16/2025,NULL,NULL
SHO2140,FEDEX,05/05/2024,In Transit,Pune,Delhi,405.15,05/12/2024,NULL,NULL
SHO2141,FEDEX,07/16/2024,Pending,Chennai,Bangalore,295.79,07/23/2024,NULL,NULL
SHO2142,FEDEX,02/03/2026,Accepted,Hyderabad,Mumbai,312.29,02/09/2026,NULL,NULL
SHO2144,DHL,04/01/2026,Pending,Delhi,Mumbai,436.72,NULL,NULL,NULL
SHO2149,BLUEDART,04/14/2025,In Transit,Hyderabad,Mumbai,314.84,NULL,NULL,NULL
SHO2156,BLUEDART,01/28/2026,Delayed,Bangalore,Chennai,188.0,02/03/2026,NULL,NULL
SHO2157,BLUEDART,05/03/2025,Pending,Pune,Chennai,99.47,NULL,NULL,NULL
SHO2158,BLUEDART,02/01/2025,Delayed,Mumbai,Chennai,430.49,NULL,NULL,NULL
SHO2160,DHL,04/21/2026,Delivered,Pune,Delhi,384.67,04/25/2026,04/26/2026,1
SHO2166,BLUEDART,03/23/2026,In Transit,Chennai,Delhi,54.61,03/26/2026,NULL,NULL
SHO2170,DHL,03/12/2025,In Transit,Chennai,Hyderabad,357.85,NULL,NULL,NULL
SHO2174,FEDEX,12/21/2025,In Transit,Delhi,Chennai,132.09,12/27/2025,NULL,NULL
SHO2175,DHL,06/26/2026,Accepted,Bangalore,Mumbai,471.47,NULL,NULL,NULL
SHO2176,FEDEX,04/25/2025,Pending,Bangalore,Delhi,237.52,05/01/2025,NULL,NULL
SHO2177,DHL,05/25/2024,Pending,Mumbai,Pune,218.09,05/31/2024,NULL,NULL
SHO2178,DHL,12/25/2025,Delivered,Mumbai,Pune,358.42,12/29/2025,12/28/2025,0
SHO2180,FEDEX,05/27/2024,Pending,Bangalore,Pune,257.93,05/30/2024,NULL,NULL
SHO2183,DHL,08/18/2024,In Transit,Delhi,Hyderabad,485.52,NULL,NULL,NULL
SHO2186,FEDEX,03/20/2026,Pending,Delhi,Bangalore,194.56,NULL,NULL,NULL
SHO2187,BLUEDART,02/05/2026,In Transit,Bangalore,Mumbai,67.55,02/08/2026,NULL,NULL
SHO2188,FEDEX,10/18/2024,Delayed,Pune,Chennai,122.55,10/25/2024,10/29/2024,NULL
SHO2190,DHL,12/17/2024,Pending,Chennai,Delhi,364.76,NULL,NULL,NULL
SHO2193,FEDEX,01/07/2025,In Transit,Bangalore,Pune,158.01,06/07/2025,NULL,NULL
SHO2195,DHL,09/28/2024,Delayed,Bangalore,Mumbai,120.78,10/03/2024,10/06/2024,NULL
SHO2198,FEDEX,02/05/2026,Delayed,Hyderabad,Bangalore,165.82,07/05/2026,NULL,NULL
SHO2199,FEDEX,06/23/2026,Pending,Chennai,Delhi,359.93,NULL,NULL,NULL
SHO2200,DHL,12/08/2025,In Transit,Mumbai,Pune,478.29,NULL,NULL,NULL
SHO2201,DHL,01/28/2024,Delayed,Chennai,Bangalore,8.85,02/01/2024,10/02/2024,NULL
SHO2203,FEDEX,06/06/2026,In Transit,Chennai,Pune,481.32,06/08/2026,NULL,NULL
SHO2208,FEDEX,01/01/2026,Pending,Mumbai,Bangalore,225.06,05/01/2026,NULL,NULL
SHO2209,FEDEX,05/09/2024,Delayed,Hyderabad,Pune,308.51,12/09/2024,NULL,NULL
SHO2210,DHL,01/25/2025,Pending,Hyderabad,Chennai,173.16,01/29/2025,NULL,NULL
SHO2211,FEDEX,05/27/2024,Pending,Hyderabad,Chennai,188.41,NULL,NULL,NULL
SHO2212,FEDEX,02/20/2025,Delayed,Pune,Hyderabad,306.19,NULL,NULL,NULL
SHO2215,DHL,11/12/2024,In Transit,Delhi,Mumbai,446.78,NULL,NULL,NULL
SHO2217,FEDEX,11/01/2024,In Transit,Mumbai,Bangalore,479.07,NULL,NULL,NULL
SHO2218,DHL,12/07/2025,Accepted,Chennai,Pune,84.39,NULL,12/19/2025,NULL
SHO2219,BLUEDART,08/19/2025,Accepted,Delhi,Mumbai,263.84,08/23/2025,NULL,NULL
SHO2223,FEDEX,06/11/2025,Pending,Chennai,Mumbai,133.49,NULL,NULL,NULL
SHO2225,DHL,10/01/2025,In Transit,Chennai,Hyderabad,466.39,10/08/2025,NULL,NULL
SHO2229,DHL,08/19/2025,Accepted,Bangalore,Hyderabad,499.23,08/24/2025,NULL,NULL
SHO2230,BLUEDART,05/01/2026,Accepted,Pune,Mumbai,302.82,09/01/2026,NULL,NULL
SHO2232,BLUEDART,09/25/2024,Delivered,Bangalore,Hyderabad,211.36,09/29/2024,10/04/2024,5
SHO2233,DHL,09/01/2024,In Transit,Hyderabad,Chennai,395.24,NULL,NULL,NULL
SHO2234,DHL,10/23/2024,Pending,Pune,Hyderabad,418.39,10/29/2024,NULL,NULL
SHO2236,BLUEDART,06/04/2024,Pending,Bangalore,Hyderabad,476.28,NULL,NULL,NULL
SHO2239,DHL,04/09/2025,In Transit,Bangalore,Mumbai,355.65,NULL,NULL,NULL
SHO2241,BLUEDART,07/11/2024,Accepted,Mumbai,Pune,417.0,07/17/2024,07/21/2024,NULL
SHO2243,DHL,06/06/2026,Delayed,Chennai,Mumbai,79.12,06/08/2026,06/17/2026,NULL
SHO2246,FEDEX,11/14/2024,Pending,Pune,Delhi,419.92,11/17/2024,NULL,NULL
SHO2249,FEDEX,05/04/2024,In Transit,Mumbai,Pune,127.84,08/05/2024,NULL,NULL
SHO2250,DHL,12/29/2025,In Transit,Bangalore,Delhi,327.77,12/31/2025,NULL,NULL
SHO2251,DHL,09/14/2025,Delayed,Pune,Bangalore,151.81,09/21/2025,09/22/2025,NULL
SHO2253,BLUEDART,12/12/2024,Accepted,Delhi,Mumbai,248.63,NULL,NULL,NULL
SHO2258,FEDEX,12/30/2025,Delivered,Chennai,Delhi,254.31,01/06/2026,05/01/2026,115
SHO2259,DHL,05/12/2026,Accepted,Bangalore,Mumbai,324.93,05/16/2026,NULL,NULL
SHO2266,FEDEX,03/20/2026,Pending,Pune,Bangalore,81.01,03/27/2026,NULL,NULL
SHO2267,FEDEX,04/15/2024,Pending,Mumbai,Pune,416.63,NULL,NULL,NULL
SHO2270,DHL,02/12/2026,Accepted,Chennai,Hyderabad,155.58,NULL,02/28/2026,NULL
SHO2271,DHL,04/28/2026,Pending,Chennai,Hyderabad,295.02,05/02/2026,NULL,NULL
SHO2272,DHL,11/30/2025,Delivered,Pune,Delhi,193.98,12/07/2025,12/05/2025,0
SHO2274,BLUEDART,01/12/2025,Delayed,Mumbai,Chennai,277.1,12/05/2025,NULL,NULL
SHO2275,BLUEDART,03/02/2026,Pending,Delhi,Pune,215.7,08/03/2026,NULL,NULL
SHO2276,DHL,02/22/2026,Delayed,Delhi,Mumbai,357.78,02/24/2026,02/27/2026,NULL
SHO2279,BLUEDART,01/26/2024,Delayed,Chennai,Bangalore,337.67,NULL,03/02/2024,NULL
SHO2280,DHL,12/14/2025,In Transit,Chennai,Delhi,12.42,12/20/2025,NULL,NULL
SHO2281,BLUEDART,06/02/2024,Accepted,Hyderabad,Pune,389.75,NULL,NULL,NULL
SHO2283,BLUEDART,02/12/2025,Accepted,Delhi,Mumbai,364.31,NULL,02/14/2025,NULL
SHO2288,BLUEDART,04/24/2026,Accepted,Delhi,Bangalore,163.95,NULL,NULL,NULL
SHO2289,BLUEDART,02/16/2025,Delivered,Mumbai,Pune,185.49,02/20/2025,02/25/2025,5
SHO2295,DHL,11/01/2024,In Transit,Pune,Bangalore,238.26,NULL,NULL,NULL
SHO2297,DHL,09/05/2025,In Transit,Chennai,Pune,207.48,NULL,NULL,NULL
SHO2298,DHL,03/04/2025,In Transit,Bangalore,Delhi,477.59,08/03/2025,NULL,NULL
SHO2300,FEDEX,03/29/2025,Accepted,Bangalore,Mumbai,264.18,04/04/2025,04/13/2025,NULL
SHO2302,FEDEX,04/03/2026,Accepted,Hyderabad,Mumbai,54.67,08/03/2026,NULL,NULL
SHO2303,DHL,03/06/2024,Accepted,Chennai,Mumbai,222.25,03/08/2024,12/03/2024,NULL
SHO2306,FEDEX,06/17/2025,Pending,Pune,Mumbai,48.53,06/20/2025,NULL,NULL
SHO2311,BLUEDART,01/18/2024,Pending,Bangalore,Delhi,452.68,NULL,NULL,NULL
SHO2314,BLUEDART,03/01/2024,In Transit,Pune,Delhi,263.31,05/03/2024,NULL,NULL
SHO2316,FEDEX,03/01/2024,In Transit,Chennai,Hyderabad,377.06,03/04/2024,NULL,NULL
SHO2317,DHL,12/21/2025,Accepted,Pune,Bangalore,287.29,NULL,NULL,NULL
SHO2321,FEDEX,05/13/2025,Accepted,Chennai,Pune,2.16,05/17/2025,NULL,NULL
SHO2324,DHL,05/12/2024,Pending,Hyderabad,Chennai,387.85,05/17/2024,NULL,NULL
SHO2326,FEDEX,02/02/2026,Pending,Hyderabad,Chennai,396.48,02/06/2026,NULL,NULL
SHO2327,DHL,10/07/2024,Delayed,Delhi,Hyderabad,477.39,NULL,NULL,NULL
SHO2328,FEDEX,07/03/2024,Delayed,Pune,Chennai,129.94,07/05/2024,NULL,NULL
SHO2329,BLUEDART,02/27/2025,Delayed,Delhi,Mumbai,111.04,NULL,03/09/2025,NULL
SHO2331,BLUEDART,06/15/2026,Accepted,Hyderabad,Chennai,199.39,NULL,NULL,NULL
SHO2333,FEDEX,12/18/2024,Pending,Hyderabad,Chennai,221.2,12/24/2024,NULL,NULL
SHO2346,FEDEX,01/04/2024,Delivered,Mumbai,Pune,480.85,09/01/2024,01/09/2024,0
SHO2349,BLUEDART,04/06/2024,Delayed,Delhi,Hyderabad,37.38,04/13/2024,NULL,NULL
SHO2352,FEDEX,06/19/2024,Delayed,Chennai,Delhi,281.15,06/24/2024,07/04/2024,NULL
SHO2354,BLUEDART,12/20/2024,In Transit,Pune,Bangalore,369.17,NULL,NULL,NULL
SHO2356,FEDEX,02/26/2025,In Transit,Hyderabad,Delhi,209.65,03/01/2025,NULL,NULL
SHO2358,FEDEX,09/08/2025,In Transit,Mumbai,Bangalore,187.84,12/08/2025,NULL,NULL
SHO2364,FEDEX,06/14/2025,Pending,Delhi,Mumbai,300.38,NULL,NULL,NULL
SHO2365,BLUEDART,10/08/2024,Accepted,Bangalore,Hyderabad,177.14,NULL,NULL,NULL
SHO2366,BLUEDART,07/26/2025,Accepted,Bangalore,Pune,78.28,08/02/2025,NULL,NULL
SHO2367,DHL,01/08/2024,In Transit,Mumbai,Bangalore,53.15,NULL,NULL,NULL
SHO2370,DHL,02/08/2025,Pending,Hyderabad,Mumbai,83.06,NULL,NULL,NULL
SHO2372,DHL,05/10/2025,Pending,Pune,Delhi,173.0,10/10/2025,NULL,NULL
SHO2373,FEDEX,10/11/2025,Pending,Mumbai,Bangalore,37.27,10/14/2025,NULL,NULL
SHO2375,FEDEX,08/12/2024,In Transit,Chennai,Mumbai,358.61,12/10/2024,NULL,NULL
SHO2376,DHL,04/07/2024,Accepted,Bangalore,Mumbai,46.68,04/09/2024,NULL,NULL
SHO2378,BLUEDART,01/05/2024,Delayed,Mumbai,Delhi,394.83,05/05/2024,06/05/2024,NULL
SHO2380,FEDEX,05/05/2025,Delayed,Chennai,Hyderabad,218.16,05/11/2025,12/05/2025,NULL
SHO2382,BLUEDART,08/08/2024,Delayed,Delhi,Bangalore,35.94,NULL,08/12/2024,NULL
SHO2383,DHL,06/11/2024,In Transit,Bangalore,Delhi,403.37,06/18/2024,NULL,NULL
SHO2384,DHL,05/20/2026,In Transit,Hyderabad,Mumbai,124.52,05/22/2026,NULL,NULL
SHO2386,BLUEDART,02/15/2026,Accepted,Hyderabad,Pune,415.51,02/21/2026,NULL,NULL
SHO2389,FEDEX,12/29/2024,Accepted,Hyderabad,Bangalore,474.88,01/04/2025,NULL,NULL
SHO2392,BLUEDART,02/20/2025,Delivered,Delhi,Mumbai,88.48,02/23/2025,02/26/2025,3
SHO2394,FEDEX,06/13/2026,Delayed,Delhi,Bangalore,134.56,06/20/2026,NULL,NULL
SHO2397,DHL,02/04/2025,In Transit,Mumbai,Chennai,281.96,04/04/2025,NULL,NULL
SHO2405,DHL,09/21/2025,In Transit,Chennai,Bangalore,226.36,NULL,NULL,NULL
SHO2406,DHL,07/10/2025,In Transit,Bangalore,Pune,93.41,07/17/2025,NULL,NULL
SHO2407,FEDEX,05/18/2026,Delayed,Delhi,Mumbai,69.44,NULL,06/03/2026,NULL
SHO2409,FEDEX,03/23/2026,Pending,Chennai,Hyderabad,277.63,03/27/2026,NULL,NULL
SHO2415,FEDEX,04/23/2025,Delayed,Hyderabad,Delhi,133.23,04/25/2025,04/30/2025,NULL
SHO2416,BLUEDART,09/13/2024,Pending,Mumbai,Chennai,334.91,09/17/2024,NULL,NULL
SHO2417,BLUEDART,02/22/2025,Accepted,Pune,Mumbai,283.86,02/25/2025,NULL,NULL
SHO2418,DHL,05/27/2025,Accepted,Hyderabad,Bangalore,458.89,NULL,NULL,NULL
SHO2421,DHL,08/08/2024,In Transit,Pune,Mumbai,444.07,08/14/2024,NULL,NULL
SHO2423,FEDEX,02/14/2024,In Transit,Hyderabad,Delhi,62.58,02/20/2024,NULL,NULL
SHO2426,BLUEDART,05/14/2025,Delayed,Mumbai,Bangalore,167.23,05/16/2025,05/22/2025,NULL
SHO2428,FEDEX,04/17/2026,Delayed,Delhi,Chennai,439.9,04/23/2026,04/28/2026,NULL
SHO2429,BLUEDART,01/26/2026,Delayed,Delhi,Mumbai,252.65,01/29/2026,NULL,NULL
SHO2430,BLUEDART,10/18/2024,In Transit,Hyderabad,Delhi,369.32,10/25/2024,NULL,NULL
SHO2435,DHL,05/14/2025,Pending,Bangalore,Pune,42.89,NULL,NULL,NULL
SHO2436,BLUEDART,06/09/2026,In Transit,Bangalore,Delhi,400.26,NULL,NULL,NULL
SHO2437,FEDEX,09/24/2024,In Transit,Pune,Bangalore,24.36,NULL,NULL,NULL
SHO2440,BLUEDART,05/14/2026,Delivered,Pune,Mumbai,307.63,05/21/2026,05/26/2026,5
SHO2441,DHL,09/12/2024,In Transit,Pune,Bangalore,295.54,12/16/2024,NULL,NULL
SHO2442,FEDEX,12/03/2025,Delayed,Bangalore,Chennai,494.48,12/06/2025,12/09/2025,NULL
SHO2443,BLUEDART,01/18/2026,Pending,Mumbai,Delhi,373.81,NULL,NULL,NULL
SHO2444,BLUEDART,07/12/2024,In Transit,Mumbai,Chennai,233.98,NULL,NULL,NULL
SHO2448,BLUEDART,05/15/2024,Pending,Mumbai,Bangalore,382.75,05/22/2024,NULL,NULL
SHO2449,BLUEDART,05/17/2025,In Transit,Delhi,Bangalore,198.43,05/19/2025,NULL,NULL
SHO2451,BLUEDART,01/17/2025,Accepted,Bangalore,Mumbai,359.66,01/24/2025,NULL,NULL
SHO2454,FEDEX,08/13/2025,Delayed,Hyderabad,Delhi,156.02,NULL,NULL,NULL
SHO2456,DHL,03/29/2026,Delayed,Pune,Bangalore,212.86,05/04/2026,NULL,NULL
SHO2457,FEDEX,06/25/2025,Accepted,Delhi,Hyderabad,382.01,07/02/2025,NULL,NULL
SHO2458,BLUEDART,10/20/2024,Accepted,Pune,Chennai,461.15,10/27/2024,NULL,NULL
SHO2460,DHL,01/27/2025,Delayed,Delhi,Chennai,452.63,NULL,NULL,NULL
SHO2461,DHL,08/14/2025,Delivered,Pune,Chennai,127.33,08/19/2025,08/20/2025,1
SHO2472,DHL,04/09/2024,Pending,Delhi,Hyderabad,165.87,06/09/2024,NULL,NULL
SHO2473,BLUEDART,08/02/2026,Pending,Bangalore,Chennai,206.23,NULL,NULL,NULL
SHO2475,DHL,01/01/2026,Accepted,Bangalore,Chennai,205.97,04/01/2026,NULL,NULL
SHO2477,BLUEDART,08/13/2025,In Transit,Hyderabad,Bangalore,446.54,NULL,NULL,NULL
SHO2483,FEDEX,01/27/2024,Pending,Pune,Hyderabad,158.22,01/31/2024,NULL,NULL
SHO2484,BLUEDART,01/21/2026,Delayed,Pune,Mumbai,66.05,01/26/2026,01/30/2026,NULL
SHO2487,DHL,08/18/2025,In Transit,Mumbai,Delhi,61.62,08/23/2025,NULL,NULL
SHO2491,DHL,09/13/2025,Pending,Delhi,Bangalore,197.38,NULL,NULL,NULL
SHO2494,BLUEDART,03/11/2025,Delayed,Mumbai,Hyderabad,203.69,05/11/2025,NULL,NULL
SHO2495,FEDEX,08/10/2024,Pending,Delhi,Pune,198.62,08/17/2024,NULL,NULL
SHO2496,BLUEDART,10/11/2024,Pending,Hyderabad,Pune,196.4,10/13/2024,NULL,NULL
SHO2499,FEDEX,02/24/2026,In Transit,Chennai,Hyderabad,258.45,NULL,NULL,NULL
SHO2501,BLUEDART,11/20/2025,In Transit,Delhi,Hyderabad,74.85,NULL,NULL,NULL
SHO2502,BLUEDART,03/29/2026,Accepted,Hyderabad,Delhi,362.13,03/31/2026,NULL,NULL
